id,Age
88755,10.38
88756,11.82
88757,12.94
88758,9.62
88759,6.71
88760,12.12
88761,8.51
88762,8.64
88763,7.47
88764,13.59
88765,11.97
88766,8.96
88767,10.2
88768,8.71
88769,12.9
88770,11.21
88771,12.11
88772,7.68
88773,8.88
88774,10.03
88775,8.21
88776,10.92
88777,10.26
88778,5.82
88779,6.95
88780,7.05
88781,10.68
88782,14.29
88783,10.7
88784,5.52
88785,9.93
88786,15.4
88787,11.59
88788,7.41
88789,12.35
88790,6.38
88791,8.5
88792,10.03
88793,10.93
88794,11.93
88795,9.65
88796,8.63
88797,8.4
88798,10.05
88799,10.72
88800,8.79
88801,12.81
88802,12.04
88803,11.54
88804,10.23
88805,7.59
88806,10.98
88807,11.76
88808,11.2
88809,4.07
88810,10.81
88811,7.81
88812,9.56
88813,10.29
88814,10.76
88815,9.43
88816,11.68
88817,9.93
88818,6.52
88819,7.88
88820,7.76
88821,10.57
88822,11.82
88823,9.18
88824,11.01
88825,15.17
88826,11.95
88827,10.3
88828,10.21
88829,14.09
88830,9.45
88831,11.34
88832,10.16
88833,6.87
88834,10.41
88835,11.64
88836,9.84
88837,13.06
88838,9.58
88839,8.29
88840,6.5
88841,4.14
88842,9.11
88843,7.73
88844,9.54
88845,10.06
88846,10.7
88847,12.51
88848,5.02
88849,10.27
88850,9.16
88851,15.04
88852,7.75
88853,12.06
88854,10.34
88855,10.47
88856,11.98
88857,7.01
88858,5.13
88859,7.89
88860,11.8
88861,10.19
88862,9.89
88863,11.65
88864,9.9
88865,12.18
88866,7.6
88867,9.17
88868,10.42
88869,11.05
88870,8.29
88871,12.0
88872,5.16
88873,7.31
88874,14.23
88875,10.75
88876,5.15
88877,9.43
88878,10.78
88879,6.57
88880,10.34
88881,11.05
88882,9.46
88883,9.56
88884,10.26
88885,13.17
88886,9.41
88887,8.31
88888,6.7
88889,6.63
88890,6.5
88891,11.11
88892,9.62
88893,11.12
88894,12.45
88895,4.26
88896,11.75
88897,10.12
88898,6.84
88899,11.19
88900,11.63
88901,10.24
88902,7.47
88903,10.42
88904,13.67
88905,10.36
88906,8.13
88907,10.51
88908,10.52
88909,10.33
88910,10.52
88911,4.06
88912,4.95
88913,14.08
88914,10.82
88915,10.8
88916,11.35
88917,11.16
88918,9.29
88919,11.97
88920,6.19
88921,10.29
88922,7.86
88923,9.97
88924,4.36
88925,10.29
88926,7.43
88927,10.19
88928,11.22
88929,10.44
88930,11.98
88931,11.16
88932,4.94
88933,11.02
88934,10.69
88935,4.02
88936,9.5
88937,9.68
88938,8.96
88939,8.05
88940,5.56
88941,9.73
88942,11.27
88943,6.55
88944,9.82
88945,11.71
88946,8.81
88947,8.15
88948,7.94
88949,10.74
88950,10.56
88951,12.58
88952,7.52
88953,10.9
88954,10.52
88955,11.54
88956,8.63
88957,7.66
88958,8.07
88959,9.5
88960,13.44
88961,10.29
88962,11.48
88963,12.41
88964,10.29
88965,12.59
88966,6.71
88967,13.55
88968,9.5
88969,10.66
88970,9.56
88971,10.24
88972,12.34
88973,9.22
88974,10.2
88975,7.49
88976,10.42
88977,5.37
88978,10.04
88979,10.43
88980,6.29
88981,7.94
88982,8.59
88983,6.6
88984,10.14
88985,6.81
88986,5.68
88987,10.06
88988,10.39
88989,11.28
88990,13.41
88991,10.74
88992,6.68
88993,7.61
88994,6.16
88995,10.75
88996,10.92
88997,10.6
88998,11.42
88999,9.37
89000,13.64
89001,11.63
89002,9.95
89003,8.38
89004,15.24
89005,9.87
89006,9.77
89007,11.07
89008,11.3
89009,12.64
89010,7.65
89011,10.05
89012,11.3
89013,13.19
89014,9.89
89015,10.99
89016,10.18
89017,11.52
89018,13.78
89019,11.34
89020,10.81
89021,10.37
89022,6.02
89023,11.44
89024,9.51
89025,10.76
89026,6.92
89027,7.98
89028,10.34
89029,7.9
89030,7.86
89031,10.22
89032,9.79
89033,7.01
89034,10.99
89035,9.42
89036,9.97
89037,12.59
89038,7.3
89039,9.58
89040,8.42
89041,9.24
89042,8.71
89043,11.55
89044,11.42
89045,9.41
89046,9.89
89047,10.33
89048,6.26
89049,10.43
89050,8.93
89051,9.56
89052,11.02
89053,9.47
89054,7.05
89055,10.69
89056,9.03
89057,12.66
89058,13.34
89059,12.98
89060,11.73
89061,11.85
89062,13.54
89063,9.59
89064,8.65
89065,7.93
89066,10.82
89067,9.62
89068,11.74
89069,8.4
89070,10.41
89071,11.76
89072,7.88
89073,11.86
89074,9.06
89075,7.95
89076,10.3
89077,9.49
89078,7.97
89079,11.99
89080,8.94
89081,6.9
89082,10.96
89083,4.58
89084,8.69
89085,6.61
89086,5.01
89087,4.34
89088,5.97
89089,9.32
89090,8.86
89091,7.89
89092,9.55
89093,8.67
89094,14.8
89095,12.04
89096,8.59
89097,9.3
89098,13.11
89099,9.3
89100,10.25
89101,10.49
89102,11.81
89103,8.66
89104,11.08
89105,14.5
89106,10.08
89107,6.29
89108,8.73
89109,7.53
89110,6.63
89111,11.05
89112,12.77
89113,12.68
89114,9.29
89115,10.61
89116,12.05
89117,10.13
89118,10.9
89119,10.64
89120,10.63
89121,10.35
89122,6.69
89123,11.39
89124,12.36
89125,11.8
89126,8.25
89127,12.01
89128,12.71
89129,10.35
89130,10.39
89131,6.27
89132,7.95
89133,10.26
89134,11.24
89135,11.64
89136,10.14
89137,9.4
89138,9.83
89139,10.98
89140,13.16
89141,11.03
89142,9.07
89143,11.29
89144,14.08
89145,8.5
89146,12.56
89147,4.27
89148,14.13
89149,9.89
89150,9.85
89151,8.22
89152,10.76
89153,6.84
89154,8.66
89155,8.05
89156,11.88
89157,5.44
89158,11.12
89159,12.39
89160,13.41
89161,8.96
89162,4.9
89163,11.19
89164,12.11
89165,11.23
89166,12.27
89167,7.16
89168,12.06
89169,8.38
89170,4.43
89171,9.89
89172,6.29
89173,11.67
89174,6.4
89175,9.45
89176,10.98
89177,11.27
89178,4.63
89179,12.36
89180,6.85
89181,9.55
89182,9.87
89183,4.41
89184,5.44
89185,9.23
89186,9.48
89187,10.13
89188,10.56
89189,11.99
89190,7.9
89191,6.29
89192,9.91
89193,4.83
89194,9.54
89195,11.76
89196,6.23
89197,5.78
89198,9.05
89199,12.67
89200,7.23
89201,8.63
89202,7.04
89203,6.85
89204,9.7
89205,9.49
89206,9.2
89207,13.47
89208,9.19
89209,10.64
89210,11.22
89211,10.54
89212,10.6
89213,13.46
89214,11.78
89215,11.11
89216,8.31
89217,10.69
89218,13.87
89219,10.66
89220,5.81
89221,11.94
89222,12.14
89223,4.99
89224,7.4
89225,10.22
89226,11.54
89227,13.28
89228,9.39
89229,11.49
89230,6.07
89231,10.75
89232,10.94
89233,7.46
89234,12.96
89235,9.2
89236,10.16
89237,12.25
89238,7.71
89239,10.92
89240,8.54
89241,11.87
89242,12.87
89243,6.71
89244,8.12
89245,11.81
89246,5.07
89247,10.98
89248,13.72
89249,13.56
89250,7.75
89251,7.29
89252,7.5
89253,9.42
89254,10.8
89255,10.83
89256,4.64
89257,5.72
89258,12.2
89259,11.68
89260,12.9
89261,10.79
89262,6.93
89263,11.0
89264,10.84
89265,11.69
89266,8.77
89267,4.93
89268,13.26
89269,11.87
89270,12.12
89271,10.29
89272,8.68
89273,8.2
89274,8.71
89275,11.93
89276,10.41
89277,5.2
89278,9.68
89279,9.31
89280,10.76
89281,10.54
89282,10.78
89283,12.65
89284,9.31
89285,9.52
89286,7.55
89287,11.35
89288,11.72
89289,10.5
89290,8.82
89291,10.81
89292,9.31
89293,10.43
89294,11.95
89295,12.1
89296,10.69
89297,9.9
89298,8.0
89299,9.61
89300,9.37
89301,8.18
89302,12.07
89303,7.13
89304,12.46
89305,6.62
89306,10.53
89307,9.5
89308,9.53
89309,10.87
89310,8.83
89311,8.7
89312,9.9
89313,9.78
89314,12.78
89315,4.26
89316,9.01
89317,10.17
89318,10.78
89319,10.61
89320,11.17
89321,13.66
89322,10.68
89323,11.02
89324,6.47
89325,7.53
89326,11.05
89327,9.87
89328,8.25
89329,6.53
89330,7.51
89331,6.38
89332,10.77
89333,13.11
89334,8.88
89335,8.98
89336,11.18
89337,8.72
89338,9.4
89339,11.09
89340,13.86
89341,7.99
89342,9.61
89343,9.16
89344,10.76
89345,6.17
89346,8.38
89347,8.65
89348,10.35
89349,11.88
89350,10.82
89351,8.92
89352,9.97
89353,10.32
89354,15.14
89355,5.59
89356,6.45
89357,6.61
89358,9.75
89359,11.7
89360,6.64
89361,10.93
89362,10.01
89363,10.73
89364,9.71
89365,12.14
89366,8.88
89367,8.58
89368,5.44
89369,11.47
89370,10.88
89371,7.7
89372,9.85
89373,8.73
89374,11.72
89375,11.25
89376,11.7
89377,11.7
89378,9.85
89379,10.25
89380,8.36
89381,10.0
89382,7.55
89383,7.97
89384,8.6
89385,8.53
89386,10.94
89387,8.47
89388,10.34
89389,9.44
89390,9.8
89391,8.93
89392,9.44
89393,11.6
89394,9.93
89395,8.49
89396,6.65
89397,11.16
89398,11.87
89399,9.83
89400,9.16
89401,11.54
89402,8.77
89403,8.38
89404,14.27
89405,8.1
89406,13.13
89407,9.63
89408,10.24
89409,9.07
89410,11.7
89411,9.47
89412,9.82
89413,9.64
89414,7.66
89415,9.93
89416,7.86
89417,4.28
89418,8.08
89419,8.02
89420,13.59
89421,8.57
89422,10.15
89423,10.88
89424,10.55
89425,8.48
89426,10.84
89427,7.62
89428,7.55
89429,10.3
89430,10.83
89431,5.18
89432,9.61
89433,5.89
89434,11.03
89435,10.45
89436,7.24
89437,7.51
89438,9.48
89439,14.2
89440,6.58
89441,11.76
89442,11.57
89443,10.29
89444,7.06
89445,7.63
89446,10.37
89447,11.66
89448,5.32
89449,10.27
89450,9.19
89451,10.21
89452,9.87
89453,8.08
89454,7.57
89455,6.22
89456,10.4
89457,10.79
89458,10.21
89459,11.78
89460,11.02
89461,10.44
89462,11.14
89463,10.52
89464,11.9
89465,10.83
89466,11.38
89467,10.93
89468,9.31
89469,7.29
89470,11.96
89471,11.55
89472,7.92
89473,10.45
89474,10.12
89475,7.32
89476,7.55
89477,13.34
89478,9.04
89479,4.57
89480,10.78
89481,8.65
89482,5.47
89483,9.81
89484,10.94
89485,9.57
89486,8.53
89487,9.57
89488,6.27
89489,11.65
89490,8.06
89491,10.65
89492,11.37
89493,4.76
89494,10.73
89495,11.61
89496,6.92
89497,8.77
89498,9.84
89499,9.42
89500,10.1
89501,8.38
89502,8.02
89503,9.58
89504,6.94
89505,10.88
89506,11.84
89507,10.25
89508,9.89
89509,9.44
89510,10.4
89511,12.68
89512,8.15
89513,14.39
89514,9.44
89515,9.87
89516,10.85
89517,8.67
89518,9.7
89519,10.95
89520,13.77
89521,11.88
89522,13.39
89523,11.89
89524,13.38
89525,11.74
89526,9.26
89527,10.34
89528,8.7
89529,12.55
89530,8.47
89531,7.88
89532,7.07
89533,8.68
89534,11.93
89535,9.55
89536,7.89
89537,7.67
89538,10.09
89539,6.15
89540,14.57
89541,8.33
89542,10.36
89543,10.23
89544,10.13
89545,12.21
89546,6.83
89547,9.97
89548,11.7
89549,11.6
89550,10.78
89551,11.85
89552,11.25
89553,11.77
89554,6.65
89555,9.99
89556,4.24
89557,10.7
89558,12.29
89559,13.96
89560,7.63
89561,10.59
89562,10.05
89563,10.16
89564,10.64
89565,11.81
89566,13.94
89567,4.42
89568,14.07
89569,7.77
89570,8.82
89571,10.43
89572,9.98
89573,14.8
89574,10.32
89575,10.99
89576,9.43
89577,7.42
89578,8.26
89579,9.99
89580,8.31
89581,9.71
89582,14.14
89583,12.08
89584,11.12
89585,7.47
89586,9.05
89587,10.81
89588,11.61
89589,13.54
89590,10.87
89591,8.7
89592,10.42
89593,9.66
89594,10.28
89595,8.29
89596,5.6
89597,8.34
89598,6.16
89599,10.18
89600,10.67
89601,8.86
89602,13.09
89603,10.59
89604,12.77
89605,10.79
89606,8.57
89607,8.55
89608,11.91
89609,6.31
89610,8.36
89611,11.91
89612,11.14
89613,11.76
89614,4.54
89615,11.48
89616,8.19
89617,6.37
89618,5.61
89619,10.87
89620,9.27
89621,12.03
89622,11.9
89623,9.1
89624,9.62
89625,14.44
89626,4.25
89627,11.35
89628,8.34
89629,9.5
89630,4.48
89631,9.53
89632,8.03
89633,12.01
89634,10.46
89635,9.46
89636,9.08
89637,8.05
89638,10.64
89639,10.73
89640,9.84
89641,8.14
89642,10.69
89643,8.95
89644,6.42
89645,9.49
89646,11.86
89647,11.39
89648,6.42
89649,5.19
89650,11.76
89651,10.22
89652,10.61
89653,10.45
89654,14.21
89655,11.09
89656,7.37
89657,7.36
89658,10.43
89659,7.27
89660,9.53
89661,4.93
89662,14.56
89663,8.65
89664,10.41
89665,11.61
89666,14.93
89667,13.95
89668,12.47
89669,7.32
89670,9.6
89671,11.91
89672,10.96
89673,11.67
89674,11.54
89675,10.2
89676,5.45
89677,8.52
89678,8.54
89679,10.73
89680,10.09
89681,9.64
89682,6.83
89683,7.06
89684,8.02
89685,9.3
89686,11.13
89687,10.26
89688,10.27
89689,8.48
89690,6.61
89691,9.03
89692,8.42
89693,11.07
89694,8.65
89695,12.84
89696,15.39
89697,10.25
89698,13.79
89699,7.8
89700,8.5
89701,11.51
89702,11.51
89703,8.81
89704,9.34
89705,12.24
89706,10.95
89707,6.93
89708,10.36
89709,13.86
89710,10.42
89711,10.64
89712,7.76
89713,8.35
89714,10.42
89715,4.14
89716,10.01
89717,9.19
89718,8.27
89719,10.43
89720,13.68
89721,8.69
89722,10.74
89723,10.83
89724,10.82
89725,6.57
89726,9.5
89727,6.42
89728,11.47
89729,11.73
89730,11.0
89731,4.26
89732,14.68
89733,11.69
89734,8.69
89735,8.54
89736,11.71
89737,9.91
89738,7.05
89739,10.71
89740,10.67
89741,12.77
89742,8.48
89743,9.56
89744,9.8
89745,7.11
89746,5.31
89747,7.98
89748,10.08
89749,12.11
89750,10.53
89751,8.95
89752,12.2
89753,8.27
89754,5.56
89755,7.85
89756,10.25
89757,9.84
89758,11.02
89759,11.55
89760,10.88
89761,9.43
89762,10.4
89763,10.49
89764,10.18
89765,9.36
89766,10.86
89767,11.79
89768,5.73
89769,7.6
89770,10.69
89771,11.37
89772,9.82
89773,8.85
89774,4.68
89775,9.88
89776,7.06
89777,9.47
89778,11.58
89779,9.77
89780,9.44
89781,10.17
89782,10.25
89783,11.05
89784,9.59
89785,11.85
89786,11.7
89787,11.85
89788,11.14
89789,12.21
89790,9.84
89791,14.99
89792,10.28
89793,10.23
89794,7.37
89795,10.16
89796,7.12
89797,7.9
89798,10.81
89799,10.86
89800,7.56
89801,12.42
89802,13.11
89803,6.15
89804,7.92
89805,14.28
89806,10.89
89807,11.21
89808,8.31
89809,11.45
89810,8.47
89811,9.48
89812,13.58
89813,10.92
89814,9.1
89815,7.87
89816,11.31
89817,14.88
89818,11.16
89819,12.24
89820,7.14
89821,6.87
89822,10.47
89823,8.81
89824,11.77
89825,6.52
89826,9.8
89827,8.64
89828,4.17
89829,14.94
89830,9.81
89831,8.63
89832,10.42
89833,6.82
89834,9.25
89835,10.09
89836,9.0
89837,9.41
89838,9.83
89839,10.93
89840,10.12
89841,10.62
89842,10.18
89843,11.48
89844,7.33
89845,9.85
89846,7.0
89847,8.86
89848,9.87
89849,14.0
89850,4.53
89851,7.94
89852,10.21
89853,13.64
89854,9.96
89855,6.84
89856,6.53
89857,7.47
89858,16.38
89859,10.21
89860,9.07
89861,10.8
89862,11.78
89863,14.81
89864,11.04
89865,9.15
89866,8.41
89867,7.93
89868,9.4
89869,10.81
89870,10.73
89871,9.9
89872,6.43
89873,11.59
89874,11.01
89875,10.19
89876,10.49
89877,9.86
89878,9.64
89879,11.6
89880,11.72
89881,10.57
89882,13.65
89883,14.28
89884,13.12
89885,11.33
89886,11.9
89887,14.03
89888,12.57
89889,11.08
89890,8.0
89891,14.05
89892,5.51
89893,9.08
89894,11.51
89895,8.79
89896,11.62
89897,9.59
89898,12.3
89899,9.2
89900,10.05
89901,12.12
89902,9.81
89903,9.97
89904,10.86
89905,11.76
89906,9.11
89907,10.94
89908,12.2
89909,6.41
89910,12.13
89911,11.75
89912,9.44
89913,10.1
89914,8.0
89915,14.17
89916,9.77
89917,10.51
89918,8.2
89919,9.81
89920,10.37
89921,11.57
89922,7.29
89923,6.08
89924,9.26
89925,12.12
89926,9.48
89927,10.33
89928,10.79
89929,6.89
89930,11.3
89931,9.61
89932,11.0
89933,11.67
89934,10.6
89935,7.55
89936,7.2
89937,9.91
89938,11.94
89939,5.69
89940,10.95
89941,5.45
89942,13.84
89943,9.43
89944,8.42
89945,9.25
89946,7.84
89947,8.07
89948,11.98
89949,11.95
89950,9.9
89951,6.32
89952,7.89
89953,10.79
89954,5.44
89955,14.54
89956,12.02
89957,7.38
89958,14.33
89959,11.75
89960,10.33
89961,10.72
89962,11.94
89963,6.39
89964,13.82
89965,7.77
89966,7.77
89967,8.46
89968,10.55
89969,9.91
89970,6.47
89971,4.2
89972,9.15
89973,9.86
89974,9.86
89975,11.73
89976,10.66
89977,12.81
89978,9.97
89979,10.38
89980,10.09
89981,10.89
89982,8.79
89983,10.89
89984,11.87
89985,13.67
89986,8.01
89987,6.22
89988,7.79
89989,9.83
89990,11.89
89991,8.23
89992,10.92
89993,9.52
89994,7.24
89995,10.85
89996,10.79
89997,10.8
89998,6.46
89999,10.6
90000,11.07
90001,10.49
90002,9.56
90003,12.15
90004,12.13
90005,9.24
90006,10.12
90007,10.91
90008,11.75
90009,9.07
90010,11.25
90011,9.8
90012,10.88
90013,11.47
90014,10.24
90015,11.26
90016,9.9
90017,11.58
90018,9.41
90019,11.71
90020,4.39
90021,11.51
90022,6.72
90023,6.72
90024,11.41
90025,12.08
90026,7.49
90027,5.41
90028,10.65
90029,7.98
90030,9.22
90031,9.35
90032,9.55
90033,10.62
90034,10.23
90035,11.63
90036,9.76
90037,4.12
90038,13.53
90039,12.71
90040,8.84
90041,10.95
90042,8.86
90043,11.48
90044,9.92
90045,10.79
90046,7.92
90047,5.44
90048,7.55
90049,6.53
90050,10.52
90051,6.38
90052,9.88
90053,7.83
90054,10.8
90055,10.48
90056,10.89
90057,11.06
90058,10.39
90059,8.82
90060,10.75
90061,8.06
90062,11.72
90063,10.24
90064,10.72
90065,11.3
90066,4.55
90067,4.4
90068,10.96
90069,12.15
90070,13.73
90071,12.58
90072,11.64
90073,10.39
90074,7.96
90075,15.55
90076,14.37
90077,8.02
90078,11.99
90079,7.13
90080,10.73
90081,9.65
90082,13.91
90083,10.75
90084,6.92
90085,13.45
90086,12.74
90087,10.01
90088,11.03
90089,11.73
90090,9.64
90091,4.62
90092,14.15
90093,7.5
90094,11.5
90095,11.01
90096,10.68
90097,9.62
90098,11.35
90099,9.79
90100,4.29
90101,10.61
90102,9.16
90103,7.96
90104,11.44
90105,8.98
90106,11.57
90107,10.92
90108,10.92
90109,10.48
90110,10.87
90111,14.2
90112,12.97
90113,10.49
90114,5.07
90115,8.12
90116,10.41
90117,9.24
90118,10.6
90119,11.45
90120,8.67
90121,10.78
90122,11.88
90123,11.66
90124,9.9
90125,11.64
90126,14.14
90127,12.17
90128,10.33
90129,9.99
90130,10.15
90131,5.85
90132,10.94
90133,9.51
90134,10.7
90135,8.48
90136,7.94
90137,6.24
90138,9.9
90139,8.68
90140,8.35
90141,11.42
90142,13.32
90143,9.67
90144,11.08
90145,10.44
90146,12.53
90147,10.47
90148,6.49
90149,11.21
90150,7.33
90151,10.26
90152,7.11
90153,10.31
90154,11.63
90155,8.07
90156,10.74
90157,9.56
90158,13.79
90159,10.33
90160,12.28
90161,6.64
90162,5.45
90163,9.83
90164,5.68
90165,13.22
90166,11.39
90167,7.82
90168,11.5
90169,6.48
90170,9.91
90171,7.45
90172,8.77
90173,10.46
90174,12.84
90175,6.86
90176,10.91
90177,11.93
90178,4.35
90179,9.93
90180,9.5
90181,7.77
90182,6.8
90183,6.68
90184,11.67
90185,9.35
90186,6.53
90187,8.77
90188,9.65
90189,11.57
90190,7.63
90191,10.43
90192,8.72
90193,10.08
90194,10.21
90195,12.26
90196,8.8
90197,14.38
90198,7.54
90199,7.8
90200,9.86
90201,10.32
90202,11.27
90203,10.68
90204,4.12
90205,9.79
90206,8.77
90207,10.26
90208,6.09
90209,9.19
90210,12.71
90211,9.66
90212,10.4
90213,8.5
90214,10.21
90215,8.62
90216,6.83
90217,8.89
90218,11.75
90219,11.04
90220,9.97
90221,8.88
90222,6.19
90223,8.79
90224,9.5
90225,11.2
90226,12.41
90227,10.0
90228,9.49
90229,12.22
90230,11.0
90231,9.96
90232,12.37
90233,10.24
90234,6.87
90235,12.66
90236,8.07
90237,10.42
90238,11.25
90239,6.2
90240,11.82
90241,9.68
90242,10.65
90243,9.09
90244,12.07
90245,8.38
90246,7.77
90247,5.47
90248,10.62
90249,7.63
90250,12.43
90251,12.4
90252,9.19
90253,12.01
90254,9.4
90255,9.69
90256,8.29
90257,6.58
90258,8.49
90259,13.95
90260,6.27
90261,12.03
90262,11.02
90263,10.99
90264,9.6
90265,11.87
90266,10.77
90267,5.62
90268,12.96
90269,9.42
90270,11.88
90271,6.61
90272,10.21
90273,9.88
90274,9.35
90275,9.4
90276,11.79
90277,7.59
90278,10.0
90279,6.37
90280,7.41
90281,13.31
90282,10.28
90283,10.97
90284,11.76
90285,11.73
90286,9.07
90287,8.0
90288,4.96
90289,10.72
90290,9.28
90291,10.23
90292,11.13
90293,10.41
90294,11.3
90295,9.06
90296,10.87
90297,5.91
90298,10.93
90299,9.88
90300,10.89
90301,13.0
90302,8.33
90303,7.94
90304,11.49
90305,12.81
90306,7.94
90307,10.42
90308,13.95
90309,6.93
90310,6.83
90311,8.66
90312,10.76
90313,6.6
90314,12.06
90315,13.39
90316,9.11
90317,6.65
90318,13.08
90319,9.94
90320,10.98
90321,10.21
90322,11.48
90323,11.8
90324,10.27
90325,11.25
90326,6.8
90327,10.14
90328,10.29
90329,8.24
90330,7.13
90331,9.49
90332,8.18
90333,8.94
90334,11.68
90335,12.09
90336,10.0
90337,7.28
90338,11.4
90339,9.84
90340,11.04
90341,12.05
90342,8.66
90343,7.61
90344,14.42
90345,12.29
90346,9.22
90347,8.02
90348,10.92
90349,10.81
90350,10.47
90351,9.26
90352,9.26
90353,11.78
90354,9.32
90355,11.87
90356,11.97
90357,8.22
90358,12.5
90359,8.66
90360,5.46
90361,6.63
90362,9.81
90363,10.1
90364,11.86
90365,7.81
90366,9.03
90367,5.99
90368,10.82
90369,9.69
90370,11.91
90371,7.27
90372,9.69
90373,8.25
90374,8.5
90375,10.61
90376,13.8
90377,9.49
90378,11.38
90379,9.39
90380,9.18
90381,9.35
90382,10.58
90383,9.53
90384,8.59
90385,5.9
90386,7.26
90387,5.63
90388,4.41
90389,7.04
90390,10.56
90391,12.95
90392,7.12
90393,11.19
90394,15.56
90395,10.86
90396,6.82
90397,10.53
90398,11.3
90399,6.19
90400,9.91
90401,7.8
90402,7.27
90403,9.96
90404,8.53
90405,9.74
90406,10.59
90407,11.22
90408,12.1
90409,9.18
90410,10.39
90411,14.52
90412,5.65
90413,9.91
90414,9.51
90415,8.81
90416,11.3
90417,9.57
90418,9.68
90419,10.06
90420,11.82
90421,9.52
90422,8.43
90423,10.69
90424,10.75
90425,9.93
90426,12.19
90427,11.05
90428,8.29
90429,4.44
90430,5.43
90431,5.46
90432,11.05
90433,14.11
90434,14.0
90435,11.75
90436,10.55
90437,8.67
90438,4.11
90439,11.68
90440,11.68
90441,7.2
90442,8.86
90443,4.52
90444,10.37
90445,7.88
90446,6.66
90447,9.18
90448,9.54
90449,11.9
90450,11.07
90451,5.6
90452,10.78
90453,11.35
90454,11.7
90455,12.05
90456,9.0
90457,11.86
90458,5.38
90459,11.63
90460,9.51
90461,14.44
90462,12.08
90463,10.76
90464,11.44
90465,10.12
90466,8.58
90467,11.07
90468,9.15
90469,10.32
90470,9.08
90471,8.06
90472,7.91
90473,5.03
90474,10.41
90475,10.92
90476,10.26
90477,8.92
90478,10.32
90479,9.59
90480,10.39
90481,9.39
90482,7.14
90483,9.89
90484,14.41
90485,7.47
90486,7.24
90487,13.84
90488,7.62
90489,12.11
90490,10.88
90491,9.97
90492,12.17
90493,11.32
90494,11.68
90495,10.87
90496,14.0
90497,11.05
90498,10.14
90499,10.75
90500,8.43
90501,10.24
90502,11.84
90503,9.34
90504,8.04
90505,5.46
90506,9.3
90507,9.24
90508,10.81
90509,7.32
90510,4.17
90511,12.87
90512,12.17
90513,10.61
90514,10.25
90515,12.86
90516,11.69
90517,11.16
90518,13.11
90519,4.84
90520,7.31
90521,12.07
90522,8.62
90523,10.94
90524,10.36
90525,6.53
90526,4.8
90527,10.77
90528,10.12
90529,9.75
90530,12.09
90531,11.87
90532,9.35
90533,14.24
90534,12.45
90535,11.07
90536,11.46
90537,9.26
90538,9.52
90539,11.7
90540,8.59
90541,9.35
90542,11.62
90543,10.92
90544,6.38
90545,9.99
90546,9.12
90547,9.94
90548,6.19
90549,7.96
90550,9.96
90551,9.88
90552,9.56
90553,10.47
90554,9.67
90555,13.33
90556,6.84
90557,6.38
90558,10.58
90559,14.12
90560,12.31
90561,9.07
90562,9.77
90563,10.2
90564,10.31
90565,11.59
90566,11.18
90567,6.61
90568,10.08
90569,10.31
90570,4.3
90571,13.17
90572,11.6
90573,11.78
90574,13.05
90575,9.9
90576,13.31
90577,9.91
90578,10.67
90579,7.87
90580,11.33
90581,10.48
90582,10.66
90583,9.03
90584,11.1
90585,4.43
90586,10.03
90587,7.48
90588,11.5
90589,11.76
90590,5.45
90591,6.47
90592,10.1
90593,12.62
90594,9.97
90595,12.27
90596,6.45
90597,10.85
90598,8.04
90599,10.53
90600,10.47
90601,10.96
90602,15.53
90603,6.68
90604,10.73
90605,8.06
90606,7.83
90607,6.66
90608,7.27
90609,9.01
90610,10.76
90611,5.54
90612,9.86
90613,10.44
90614,10.05
90615,13.38
90616,8.69
90617,10.63
90618,9.63
90619,10.0
90620,12.93
90621,12.17
90622,13.81
90623,6.64
90624,8.88
90625,8.47
90626,10.37
90627,10.0
90628,8.16
90629,10.4
90630,10.32
90631,7.37
90632,4.15
90633,13.15
90634,12.53
90635,11.74
90636,10.41
90637,9.73
90638,9.63
90639,11.83
90640,10.22
90641,7.58
90642,6.65
90643,12.93
90644,8.81
90645,9.59
90646,10.56
90647,12.91
90648,10.58
90649,10.02
90650,9.12
90651,9.5
90652,11.97
90653,10.71
90654,8.21
90655,13.06
90656,12.43
90657,10.62
90658,8.73
90659,10.47
90660,10.18
90661,12.21
90662,9.53
90663,10.37
90664,10.8
90665,4.53
90666,11.25
90667,6.63
90668,9.53
90669,10.64
90670,10.04
90671,8.07
90672,14.15
90673,9.49
90674,9.43
90675,8.82
90676,5.51
90677,14.46
90678,4.57
90679,4.74
90680,11.53
90681,11.21
90682,11.13
90683,10.41
90684,10.95
90685,6.7
90686,8.48
90687,11.69
90688,7.52
90689,15.46
90690,11.1
90691,6.64
90692,10.38
90693,9.93
90694,10.33
90695,9.95
90696,9.62
90697,10.24
90698,9.93
90699,6.2
90700,5.86
90701,10.46
90702,6.43
90703,10.93
90704,12.38
90705,5.29
90706,11.82
90707,11.81
90708,11.93
90709,12.83
90710,11.58
90711,11.63
90712,9.92
90713,10.13
90714,12.22
90715,11.69
90716,6.51
90717,10.27
90718,10.98
90719,13.33
90720,10.67
90721,15.07
90722,8.38
90723,10.43
90724,10.69
90725,10.67
90726,10.75
90727,9.85
90728,7.09
90729,10.77
90730,9.21
90731,13.03
90732,6.67
90733,6.62
90734,8.39
90735,6.09
90736,10.85
90737,11.69
90738,12.63
90739,7.09
90740,8.87
90741,8.75
90742,10.46
90743,7.51
90744,11.77
90745,7.23
90746,9.69
90747,9.58
90748,11.1
90749,11.69
90750,6.65
90751,6.83
90752,7.56
90753,7.48
